trip_id,route_id,service_id,trip_headsign,direction_id,shape_id
712058,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712059,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712060,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712061,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712062,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712063,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712064,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712065,MB,nocbuviinvl_25.pex,Etxebarri,1,SOP_ETX
712066,MB,nocbuviinvl_25.pex,Etxebarri,1,SOP_ETX
712067,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712068,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712069,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712070,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712071,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712072,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712073,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712074,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712075,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712076,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712077,MB,nocbuviinvl_25.pex,Sopela,0,ETX_SOP
712078,MB,nocbuviinvl_25.pex,Etxebarri,1,SOP_ETX
712079,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712080,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712081,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712082,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712083,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712084,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712085,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712086,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712087,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712088,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712089,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712090,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712091,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712092,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712093,MB,nocbuviinvl_25.pex,Etxebarri,1,SOP_ETX
712094,MB,nocbuviinvl_25.pex,Etxebarri,1,URD_ETX
712095,MB,nocbuviinvl_25.pex,Urduliz,0,ETX_URD
712096,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712097,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712098,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712099,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712100,MB,nocbuviinvl_25.pex,Sopela,0,ETX_SOP
712101,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712102,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712103,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712104,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712105,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712106,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712107,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712108,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712109,MB,nocbuviinvl_25.pex,Sopela,0,ETX_SOP
712110,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712111,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712112,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712113,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712114,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712115,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712116,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712117,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712118,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712119,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712120,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712121,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712122,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712123,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712124,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712125,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712126,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712127,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712128,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712129,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712130,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712131,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712132,MB,nocbuviinvl_25.pex,Kabiezes,0,ETX_KAB
712133,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712134,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712135,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712136,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712137,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712138,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712139,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712140,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712141,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712142,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712143,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712144,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712145,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712146,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712147,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712148,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712149,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712150,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712151,MB,nocbuviinvl_25.pex,Kabiezes,0,ETX_KAB
712152,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712153,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712154,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712155,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712156,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712157,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712158,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712159,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712160,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712161,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712162,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712163,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712164,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712165,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712166,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712167,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712168,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712169,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712170,MB,nocbuviinvl_25.pex,Basauri,1,SIN_BSR
712171,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712320,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712321,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712322,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712323,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712324,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712325,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712326,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712327,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712328,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712329,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712330,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712331,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712332,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712333,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712334,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712335,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712336,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712337,MB,nocbuviinvl_25.pex,Sopela,0,ETX_SOP
712338,MB,nocbuviinvl_25.pex,Etxebarri,1,SOP_ETX
712339,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712340,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712341,MB,nocbuviinvl_25.pex,Etxebarri,1,SOP_ETX
712342,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712343,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712344,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712345,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712346,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712347,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712348,MB,nocbuviinvl_25.pex,Etxebarri,1,LAR_ETX
712349,MB,nocbuviinvl_25.pex,Larrabasterra,0,ETX_LAR
712350,MB,nocbuviinvl_25.pex,Sopela,0,ETX_SOP
712351,MB,nocbuviinvl_25.pex,Etxebarri,1,KAB_ETX
712352,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712353,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712354,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712355,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712356,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712357,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712358,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712359,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712360,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712361,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712362,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712363,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712364,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712365,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712366,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712367,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712368,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712369,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712370,MB,nocbuviinvl_25.pex,Kabiezes,0,SIN_KAB
712371,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712372,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712373,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712318,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712374,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712375,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712376,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712377,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712378,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712379,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712380,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712381,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712382,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712383,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712384,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712385,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712386,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712387,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712388,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712389,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712390,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712391,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712392,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712393,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712394,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712395,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712396,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712397,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712398,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712399,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712400,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712401,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712402,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712403,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712319,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712404,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712405,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712406,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712407,MB,nocbuviinvl_25.pex,Kabiezes,0,ETX_KAB
712408,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712409,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712410,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712411,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712412,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712413,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712414,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712415,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712416,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712417,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712418,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712419,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712420,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712421,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712422,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712423,MB,nocbuviinvl_25.pex,Etxebarri,1,IBB_ETX
712424,MB,nocbuviinvl_25.pex,Ibarbengoa,0,ETX_IBB
712425,MB,nocbuviinvl_25.pex,Plentzia,0,ETX_PLE
712426,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712427,MB,nocbuviinvl_25.pex,Kabiezes,0,ETX_KAB
712428,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712429,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712430,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712431,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712432,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712433,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712434,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712435,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712436,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712437,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712438,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
703202,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703203,MB,invl_25.pex,Kabiezes,0,ETX_KAB
703204,MB,invl_25.pex,Basauri,1,KAB_BSR
703205,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703206,MB,invl_25.pex,Basauri,1,KAB_BSR
703207,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703208,MB,invl_25.pex,Basauri,1,KAB_BSR
703209,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703210,MB,invl_25.pex,Basauri,1,KAB_BSR
703211,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703212,MB,invl_25.pex,Basauri,1,KAB_BSR
703213,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703214,MB,invl_25.pex,Basauri,1,KAB_BSR
703215,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703216,MB,invl_25.pex,Basauri,1,KAB_BSR
703217,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703218,MB,invl_25.pex,Basauri,1,KAB_BSR
703219,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703220,MB,invl_25.pex,Basauri,1,KAB_BSR
703221,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703222,MB,invl_25.pex,Basauri,1,KAB_BSR
703223,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703224,MB,invl_25.pex,Basauri,1,KAB_BSR
703225,MB,invl_25.pex,Basauri,1,KAB_BSR
703226,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703227,MB,invl_25.pex,Basauri,1,KAB_BSR
703228,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703229,MB,invl_25.pex,Basauri,1,KAB_BSR
703230,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703231,MB,invl_25.pex,Basauri,1,KAB_BSR
703232,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703233,MB,invl_25.pex,Basauri,1,KAB_BSR
703234,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703235,MB,invl_25.pex,Basauri,1,KAB_BSR
703236,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703237,MB,invl_25.pex,Basauri,1,KAB_BSR
703238,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703239,MB,invl_25.pex,Basauri,1,KAB_BSR
703240,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703241,MB,invl_25.pex,Basauri,1,KAB_BSR
703242,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703243,MB,invl_25.pex,Basauri,1,KAB_BSR
703244,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703245,MB,invl_25.pex,Basauri,1,KAB_BSR
703246,MB,invl_25.pex,Etxebarri,1,LAR_ETX
703247,MB,invl_25.pex,Larrabasterra,0,ETX_LAR
703248,MB,invl_25.pex,Etxebarri,1,SOP_ETX
703249,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703250,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703251,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703252,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703253,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703254,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703255,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703256,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703257,MB,invl_25.pex,Plentzia,0,ETX_PLE
703258,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703259,MB,invl_25.pex,Plentzia,0,ETX_PLE
703260,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703261,MB,invl_25.pex,Plentzia,0,ETX_PLE
703262,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703263,MB,invl_25.pex,Plentzia,0,ETX_PLE
703264,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703265,MB,invl_25.pex,Plentzia,0,ETX_PLE
703266,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703267,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703268,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703269,MB,invl_25.pex,Sopela,0,ETX_SOP
703270,MB,invl_25.pex,Etxebarri,1,SOP_ETX
703271,MB,invl_25.pex,Basauri,1,KAB_BSR
703272,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703273,MB,invl_25.pex,Basauri,1,KAB_BSR
703274,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703275,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703276,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703277,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703278,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703279,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703280,MB,invl_25.pex,Etxebarri,1,IBB_ETX
703281,MB,invl_25.pex,Ibarbengoa,0,ETX_IBB
703282,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703283,MB,invl_25.pex,Plentzia,0,ETX_PLE
703284,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703285,MB,invl_25.pex,Plentzia,0,ETX_PLE
703286,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703287,MB,invl_25.pex,Plentzia,0,ETX_PLE
703288,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703289,MB,invl_25.pex,Plentzia,0,ETX_PLE
703290,MB,invl_25.pex,Etxebarri,1,PLE_ETX
703291,MB,invl_25.pex,Kabiezes,0,ETX_KAB
703292,MB,invl_25.pex,Basauri,1,KAB_BSR
703293,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703294,MB,invl_25.pex,Basauri,1,KAB_BSR
703295,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703296,MB,invl_25.pex,Basauri,1,KAB_BSR
703297,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703298,MB,invl_25.pex,Basauri,1,KAB_BSR
703299,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703300,MB,invl_25.pex,Basauri,1,KAB_BSR
703301,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703302,MB,invl_25.pex,Etxebarri,1,KAB_ETX
703303,MB,invl_25.pex,Sopela,0,BSR_SOP
703304,MB,invl_25.pex,Basauri,1,KAB_BSR
703305,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703306,MB,invl_25.pex,Basauri,1,KAB_BSR
703307,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703308,MB,invl_25.pex,Basauri,1,KAB_BSR
703309,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703310,MB,invl_25.pex,Basauri,1,KAB_BSR
703311,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703312,MB,invl_25.pex,Basauri,1,KAB_BSR
703313,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703314,MB,invl_25.pex,Basauri,1,KAB_BSR
703315,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703316,MB,invl_25.pex,Basauri,1,KAB_BSR
703317,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703318,MB,invl_25.pex,Basauri,1,KAB_BSR
703319,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703320,MB,invl_25.pex,Basauri,1,KAB_BSR
703321,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703322,MB,invl_25.pex,Basauri,1,KAB_BSR
703323,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703324,MB,invl_25.pex,Basauri,1,KAB_BSR
703325,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703326,MB,invl_25.pex,Basauri,1,KAB_BSR
703327,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703328,MB,invl_25.pex,Basauri,1,KAB_BSR
703329,MB,invl_25.pex,Basauri,1,KAB_BSR
703330,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703331,MB,invl_25.pex,Basauri,1,KAB_BSR
703332,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703333,MB,invl_25.pex,Basauri,1,KAB_BSR
703334,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703335,MB,invl_25.pex,Basauri,1,KAB_BSR
703336,MB,invl_25.pex,Kabiezes,0,BSR_KAB
703337,MB,invl_25.pex,Basauri,1,KAB_BSR
703338,MB,invl_25.pex,Kabiezes,0,BSR_KAB
712439,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712440,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712441,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712442,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712443,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712444,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712445,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712446,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712447,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712448,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712449,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712450,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712451,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712452,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712453,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712454,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712455,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712456,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712457,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712458,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712459,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712460,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712461,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712462,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712463,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712464,MB,nocbuviinvl_25.pex,Kabiezes,0,BSR_KAB
712465,MB,nocbuviinvl_25.pex,Basauri,1,KAB_BSR
712466,MB,nocbuviinvl_25.pex,Etxebarri,1,PLE_ETX
712467,MB,nocbuvisempascnavinvl_25.pex,Basauri,1,KAB_BSR
712468,MB,nocbuvisempascnavinvl_25.pex,Kabiezes,0,BSR_KAB
712469,MB,nocbuvisempascnavinvl_25.pex,Basauri,1,KAB_BSR
712470,MB,nocbuvisempascnavinvl_25.pex,Kabiezes,0,BSR_KAB
712471,MB,nocbuvisempascnavinvl_25.pex,Basauri,1,KAB_BSR
