_id,EKITALDIA/EJERCICIO,LINEA_KODEA/CODIGO LINEA,LINEA/LINEA,DENBORALDI/TEMPORADA,EGUN MOTA/TIPO DIA,KOPURUA/NUMERO DIAS,ESPEDIZIOAK EGUNEAN/EXPEDICIONES AL DIA,ESPEDIZIOAK GUZTIRA/TOTAL EXPEDICIONES,JOANAK EGUNEAN/IDAS AL DIA,JOANAK GUZTIRA/TOTAL IDAS,ITZULIAK EGUNEAN/VUELTAS AL DIA,ITZULIAK GUZTIRA/TOTAL VUELTAS
205,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda,Laborable,41,56,2296,28,1148,28,1148
206,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda,Sabado,9,54,486,27,243,27,243
207,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Festivo,5,54,270,27,135,27,135
208,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Laborable,21,34,714,17,357,17,357
209,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Uda (Aurre - Gero),Sabado,4,54,216,27,108,27,108
210,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Gabonak (24-31),Laborable,2,28,56,14,28,14,28
211,2025,A3335,MUSKIZ - ZIERBENA - SESTAO,Gabonak (25 -1),Festivo,2,20,40,10,20,10,20
212,2025,A3336,BILBAO - MUSKIZ,Negua,Festivo,46,44,2024,22,1012,22,1012
213,2025,A3336,BILBAO - MUSKIZ,Negua,Laborable,186,65,12090,33,6138,32,5952
214,2025,A3336,BILBAO - MUSKIZ,Negua,Sabado,37,64,2368,32,1184,32,1184
215,2025,A3336,BILBAO - MUSKIZ,Uda,Festivo,12,58,696,29,348,29,348
216,2025,A3336,BILBAO - MUSKIZ,Uda,Laborable,41,65,2665,32,1312,33,1353
217,2025,A3336,BILBAO - MUSKIZ,Uda,Sabado,9,65,585,32,288,33,297
218,2025,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Festivo,2,58,116,29,58,29,58
219,2025,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Laborable,5,65,325,33,165,32,160
220,2025,A3336,BILBAO - MUSKIZ,Uda (Aurre - Gero),Sabado,1,65,65,32,32,33,33
221,2025,A3336,BILBAO - MUSKIZ,Gabonak (24-31),Laborable,2,57,114,28,56,29,58
222,2025,A3336,BILBAO - MUSKIZ,Gabonak (25 -1),Festivo,2,29,58,15,30,14,28
223,2025,A3336,BILBAO - MUSKIZ,Uda (Institutua),Festivo,3,58,174,29,87,29,87
224,2025,A3336,BILBAO - MUSKIZ,Uda (Institutua),Laborable,16,66,1056,33,528,33,528
225,2025,A3336,BILBAO - MUSKIZ,Uda (Institutua),Sabado,3,65,195,32,96,33,99
226,2025,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Festivo,63,31,1953,15,945,16,1008
227,2025,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Laborable,248,61,15128,30,7440,31,7688
228,2025,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Bakarra,Sabado,50,61,3050,30,1500,31,1550
229,2025,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Gabonak (24-31),Laborable,2,54,108,27,54,27,54
230,2025,A3338,MUSKIZ - BARAKALDO - Areeta/Las Arenas,Gabonak (25 -1),Festivo,2,18,36,8,16,10,20
231,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Festivo,12,43,516,21,252,22,264
232,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Laborable,41,43,1763,21,861,22,902
233,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda,Sabado,9,43,387,21,189,22,198
234,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Festivo,6,43,258,21,126,22,132
235,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda (Aurre - Gero),Sabado,5,43,215,21,105,22,110
236,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Festivo,3,43,129,21,63,22,66
237,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Laborable,11,20,220,10,110,10,110
238,2025,A3339,Gurutzeta/Cruces-BARAKALDO-La Arena,Uda Ekaina,Sabado,3,43,129,21,63,22,66
239,2025,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Laborable,248,31,7688,16,3968,15,3720
240,2025,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Negua,Sabado,50,31,1550,16,800,15,750
241,2025,A3340,BILBAO - ABANTO Y CIERVANA ABANTO ZIERBENA - MUSKIZ (Autopista),Gabonak (24-31),Laborable,2,28,56,14,28,14,28
242,2025,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Festivo,63,10,630,5,315,5,315
243,2025,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Laborable,248,14,3472,7,1736,7,1736
244,2025,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Bakarra,Sabado,50,10,500,5,250,5,250
245,2025,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Gabonak (24-31),Laborable,2,12,24,6,12,6,12
246,2025,A3341,BILBAO - Sodupe - Arespalditza Respaldiza,Gabonak (25 -1),Festivo,2,6,12,3,6,3,6
247,2025,A3342,BILBAO - Sodupe - ARTZINIEGA,Bakarra,Festivo,63,16,1008,8,504,8,504
248,2025,A3342,BILBAO - Sodupe - ARTZINIEGA,Bakarra,Laborable,248,34,8432,17,4216,17,4216
249,2025,A3342,BILBAO - Sodupe - ARTZINIEGA,Bakarra,Sabado,50,32,1600,16,800,16,800
250,2025,A3342,BILBAO - Sodupe - ARTZINIEGA,Gabonak (24-31),Laborable,2,28,56,13,26,15,30
251,2025,A3342,BILBAO - Sodupe - ARTZINIEGA,Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
252,2025,A3343,BILBAO - Sodupe - GORDEXOLA,Bakarra,Laborable,248,17,4216,9,2232,8,1984
253,2025,A3343,BILBAO - Sodupe - GORDEXOLA,Gabonak (24-31),Laborable,2,15,30,8,16,7,14
254,2025,A3411,BILBAO - GETXO - Azkorri,Negua,Festivo,47,61,2867,31,1457,30,1410
255,2025,A3411,BILBAO - GETXO - Azkorri,Negua,Laborable,191,68,12988,36,6876,32,6112
256,2025,A3411,BILBAO - GETXO - Azkorri,Negua,Sabado,37,61,2257,31,1147,30,1110
257,2025,A3411,BILBAO - GETXO - Azkorri,Uda,Festivo,16,60,960,31,496,29,464
258,2025,A3411,BILBAO - GETXO - Azkorri,Uda,Laborable,57,65,3705,33,1881,32,1824
259,2025,A3411,BILBAO - GETXO - Azkorri,Uda,Sabado,13,60,780,31,403,29,377
260,2025,A3411,BILBAO - GETXO - Azkorri,Gabonak (24-31),Laborable,2,60,120,31,62,29,58
261,2025,A3411,BILBAO - GETXO - Azkorri,Gabonak (25 -1),Festivo,2,38,76,20,40,18,36
262,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Negua,Festivo,57,32,1824,16,912,16,912
263,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Negua,Laborable,228,96,21888,48,10944,48,10944
264,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Negua,Sabado,45,60,2700,30,1350,30,1350
265,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Uda,Festivo,6,32,192,16,96,16,96
266,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Uda,Laborable,20,65,1300,33,660,32,640
267,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Uda,Sabado,5,60,300,30,150,30,150
268,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Gabonak (24-31),Laborable,2,84,168,41,82,43,86
269,2025,A3414,BILBAO - GETXO (Artxandako tuneletatik/por tÃºneles de Artxanda),Gabonak (25 -1),Festivo,2,21,42,11,22,10,20
270,2025,A3422,Areeta/Las Arenas - BERANGO,Bakarra,Festivo,63,28,1764,14,882,14,882
271,2025,A3422,Areeta/Las Arenas - BERANGO,Bakarra,Laborable,248,30,7440,15,3720,15,3720
272,2025,A3422,Areeta/Las Arenas - BERANGO,Bakarra,Sabado,50,28,1400,14,700,14,700
273,2025,A3422,Areeta/Las Arenas - BERANGO,Gabonak (24-31),Laborable,2,28,56,14,28,14,28
274,2025,A3422,Areeta/Las Arenas - BERANGO,Gabonak (25 -1),Festivo,2,18,36,9,18,9,18
275,2025,A3451,Areeta/Las Arenas  - Armintza,Negua,Festivo,51,31,1581,16,816,15,765
276,2025,A3451,Areeta/Las Arenas  - Armintza,Negua,Laborable,207,33,6831,17,3519,16,3312
277,2025,A3451,Areeta/Las Arenas  - Armintza,Negua,Sabado,41,31,1271,16,656,15,615
278,2025,A3451,Areeta/Las Arenas  - Armintza,Negua Instituturik gabe,Festivo,12,31,372,16,192,15,180
279,2025,A3451,Areeta/Las Arenas  - Armintza,Negua Instituturik gabe,Laborable,41,33,1353,17,697,16,656
280,2025,A3451,Areeta/Las Arenas  - Armintza,Negua Instituturik gabe,Sabado,9,31,279,16,144,15,135
281,2025,A3451,Areeta/Las Arenas  - Armintza,Gabonak (24-31),Laborable,2,31,62,16,32,15,30
282,2025,A3451,Areeta/Las Arenas  - Armintza,Gabonak (25 -1),Festivo,2,18,36,9,18,9,18
283,2025,A3471,GETXO - Gurutzeta / Cruces (Faduratik / Por Fadura),Bakarra,Festivo,63,32,2016,16,1008,16,1008
284,2025,A3471,GETXO - Gurutzeta / Cruces (Faduratik / Por Fadura),Bakarra,Laborable,248,32,7936,16,3968,16,3968
285,2025,A3471,GETXO - Gurutzeta / Cruces (Faduratik / Por Fadura),Bakarra,Sabado,50,32,1600,16,800,16,800
286,2025,A3471,GETXO - Gurutzeta / Cruces (Faduratik / Por Fadura),Gabonak (24-31),Laborable,2,28,56,14,28,14,28
287,2025,A3471,GETXO - Gurutzeta / Cruces (Faduratik / Por Fadura),Gabonak (25 -1),Festivo,2,20,40,10,20,10,20
288,2025,A3472,GETXO - Gurutzeta / Cruces (Areetatik/desde Las Arenas),Bakarra,Festivo,63,30,1890,15,945,15,945
289,2025,A3472,GETXO - Gurutzeta / Cruces (Areetatik/desde Las Arenas),Bakarra,Laborable,248,30,7440,15,3720,15,3720
290,2025,A3472,GETXO - Gurutzeta / Cruces (Areetatik/desde Las Arenas),Bakarra,Sabado,50,30,1500,15,750,15,750
291,2025,A3472,GETXO - Gurutzeta / Cruces (Areetatik/desde Las Arenas),Gabonak (24-31),Laborable,2,27,54,14,28,13,26
292,2025,A3472,GETXO - Gurutzeta / Cruces (Areetatik/desde Las Arenas),Gabonak (25 -1),Festivo,2,18,36,9,18,9,18
293,2025,A3499,PLENTZIA - GORLIZ,Negua,Festivo,51,94,4794,47,2397,47,2397
294,2025,A3499,PLENTZIA - GORLIZ,Negua,Laborable,207,96,19872,48,9936,48,9936
295,2025,A3499,PLENTZIA - GORLIZ,Negua,Sabado,41,94,3854,47,1927,47,1927
296,2025,A3499,PLENTZIA - GORLIZ,Uda,Festivo,6,94,564,47,282,47,282
297,2025,A3499,PLENTZIA - GORLIZ,Uda,Laborable,20,96,1920,48,960,48,960
299,2025,A3499,PLENTZIA - GORLIZ,Gabonak (24-31),Laborable,2,89,178,44,88,45,90
300,2025,A3499,PLENTZIA - GORLIZ,Gabonak (25 -1),Festivo,2,55,110,28,56,27,54
301,2025,A3499,PLENTZIA - GORLIZ,Uda Uztaila,Festivo,6,94,564,47,282,47,282
302,2025,A3499,PLENTZIA - GORLIZ,Uda Uztaila,Laborable,21,96,2016,48,1008,48,1008
303,2025,A3499,PLENTZIA - GORLIZ,Uda Uztaila,Sabado,4,94,376,47,188,47,188
304,2025,A3512,BILBAO - LEKEITIO (Autopista),Bakarra,Festivo,63,29,1827,15,945,14,882
305,2025,A3512,BILBAO - LEKEITIO (Autopista),Bakarra,Laborable,248,34,8432,17,4216,17,4216
306,2025,A3512,BILBAO - LEKEITIO (Autopista),Bakarra,Sabado,50,32,1600,16,800,16,800
307,2025,A3512,BILBAO - LEKEITIO (Autopista),Gabonak (24-31),Laborable,2,31,62,16,32,15,30
308,2025,A3512,BILBAO - LEKEITIO (Autopista),Gabonak (25 -1),Festivo,2,18,36,8,16,10,20
309,2025,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,Bakarra,Festivo,63,14,882,7,441,7,441
310,2025,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,Bakarra,Laborable,248,18,4464,10,2480,8,1984
311,2025,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,Bakarra,Sabado,50,17,850,9,450,8,400
312,2025,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,Gabonak (24-31),Laborable,2,16,32,9,18,7,14
313,2025,A3513,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
314,2025,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,Bakarra,Festivo,63,29,1827,15,945,14,882
315,2025,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,Bakarra,Laborable,248,64,15872,32,7936,32,7936
316,2025,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,Bakarra,Sabado,50,32,1600,16,800,16,800
317,2025,A3514,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO,Gabonak (24-31),Laborable,2,56,112,28,56,28,56
318,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Negua,Festivo,48,31,1488,16,768,15,720
319,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Negua,Laborable,196,64,12544,32,6272,32,6272
320,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Negua,Sabado,38,33,1254,17,646,16,608
321,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Uda,Festivo,15,31,465,16,240,15,225
322,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Uda,Laborable,52,64,3328,32,1664,32,1664
323,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Uda,Sabado,12,33,396,17,204,16,192
324,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Gabonak (24-31),Laborable,2,56,112,28,56,28,56
325,2025,A3515,BILBAO - AMOREBIETA ETXANO - GERNIKA LUMO - BERMEO,Gabonak (25 -1),Festivo,2,21,42,11,22,10,20
326,2025,A3516,BILBAO - MUNGIA (Autopista),Negua,Lunes a Jueves,152,31,4712,16,2432,15,2280
327,2025,A3516,BILBAO - MUNGIA (Autopista),Negua,Sabado,37,34,1258,17,629,17,629
328,2025,A3516,BILBAO - MUNGIA (Autopista),Negua,Viernes,39,38,1482,20,780,18,702
329,2025,A3516,BILBAO - MUNGIA (Autopista),Uda,Sabado,13,7,91,4,52,3,39
330,2025,A3516,BILBAO - MUNGIA (Autopista),Uda,Viernes,10,7,70,4,40,3,30
331,2025,A3516,BILBAO - MUNGIA (Autopista),Gabonak (24-31),Lunes a Jueves,2,28,56,14,28,14,28
332,2025,A3516,BILBAO - MUNGIA (Autopista),V - S Jaiegunak,Festivo,5,7,35,4,20,3,15
333,2025,A3516,BILBAO - MUNGIA (Autopista),V - S Jaiegunak,Sabado,0,7,0,4,0,3,0
334,2025,A3517,BILBAO - DERIO - MUNGIA,Negua,Festivo,42,31,1302,16,672,15,630
335,2025,A3517,BILBAO - DERIO - MUNGIA,Negua,Laborable,164,68,11152,34,5576,34,5576
336,2025,A3517,BILBAO - DERIO - MUNGIA,Negua,Sabado,33,67,2211,33,1089,34,1122
337,2025,A3517,BILBAO - DERIO - MUNGIA,Uda,Festivo,12,87,1044,45,540,42,504
338,2025,A3517,BILBAO - DERIO - MUNGIA,Uda,Laborable,41,95,3895,48,1968,47,1927
339,2025,A3517,BILBAO - DERIO - MUNGIA,Uda,Sabado,9,94,846,47,423,47,423
340,2025,A3517,BILBAO - DERIO - MUNGIA,Uda (Aurre - Gero),Festivo,5,87,435,45,225,42,210
341,2025,A3517,BILBAO - DERIO - MUNGIA,Uda (Aurre - Gero),Laborable,27,68,1836,34,918,34,918
342,2025,A3517,BILBAO - DERIO - MUNGIA,Uda (Aurre - Gero),Sabado,4,94,376,47,188,47,188
343,2025,A3517,BILBAO - DERIO - MUNGIA,Gabonak (24-31),Laborable,2,58,116,29,58,29,58
344,2025,A3517,BILBAO - DERIO - MUNGIA,Gabonak (25 -1),Festivo,2,20,40,10,20,10,20
345,2025,A3517,BILBAO - DERIO - MUNGIA,Uda Ekaina,Festivo,4,87,348,45,180,42,168
346,2025,A3517,BILBAO - DERIO - MUNGIA,Uda Ekaina,Laborable,16,69,1104,35,560,34,544
347,2025,A3517,BILBAO - DERIO - MUNGIA,Uda Ekaina,Sabado,4,94,376,47,188,47,188
348,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Negua,Festivo,47,15,705,8,376,7,329
349,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Negua,Laborable,191,34,6494,16,3056,18,3438
350,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Negua,Sabado,37,33,1221,17,629,16,592
351,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Uda,Festivo,16,56,896,29,464,27,432
352,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Uda,Laborable,57,65,3705,32,1824,33,1881
353,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Uda,Sabado,13,62,806,30,390,32,416
354,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Gabonak (24-31),Laborable,2,30,60,14,28,16,32
355,2025,A3518,BILBAO -MUNGIA - BAKIO (Autopista),Gabonak (25 -1),Festivo,2,9,18,5,10,4,8
356,2025,A3522,MUNGIA - DERIO - Gurutzeta/Cruces,Bakarra,Festivo,63,15,945,8,504,7,441
357,2025,A3522,MUNGIA - DERIO - Gurutzeta/Cruces,Bakarra,Laborable,248,26,6448,13,3224,13,3224
358,2025,A3522,MUNGIA - DERIO - Gurutzeta/Cruces,Bakarra,Sabado,50,15,750,8,400,7,350
359,2025,A3522,MUNGIA - DERIO - Gurutzeta/Cruces,Gabonak (24-31),Laborable,2,24,48,12,24,12,24
360,2025,A3522,MUNGIA - DERIO - Gurutzeta/Cruces,Gabonak (25 -1),Festivo,2,9,18,5,10,4,8
361,2025,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,Bakarra,Festivo,63,14,882,7,441,7,441
362,2025,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,Bakarra,Laborable,248,16,3968,8,1984,8,1984
363,2025,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,Bakarra,Sabado,50,16,800,8,400,8,400
364,2025,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,Gabonak (24-31),Laborable,2,15,30,7,14,8,16
365,2025,A3523,BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,Gabonak (25 -1),Festivo,2,8,16,4,8,4,8
366,2025,A3524,BERMEO - BAKIO,Negua,Laborable,193,14,2702,7,1351,7,1351
367,2025,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,EHU Eskola-egunak,Laborable,173,15,2595,7,1211,8,1384
368,2025,A3525,GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,EHU Ez Eskolakoa,Laborable,16,2,32,1,16,1,16
369,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Negua,Laborable,160,14,2240,7,1120,7,1120
370,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Negua,Sabado,31,14,434,7,217,7,217
371,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Uda,Festivo,14,46,644,23,322,23,322
372,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Uda,Laborable,47,52,2444,26,1222,26,1222
373,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Uda,Sabado,11,52,572,26,286,26,286
374,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Uda (Aurre - Gero),Festivo,7,46,322,23,161,23,161
375,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Uda (Aurre - Gero),Laborable,37,14,518,7,259,7,259
376,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Uda (Aurre - Gero),Sabado,6,52,312,26,156,26,156
377,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Gabonak (24-31),Laborable,2,11,22,6,12,5,10
378,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Aste Santua,Festivo,5,12,60,6,30,6,30
379,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Aste Santua,Laborable,4,14,56,7,28,7,28
380,2025,A3526,MUNGIA - GERNIKA LUMO - IBARRANGELU,Aste Santua,Sabado,2,14,28,7,14,7,14
381,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Negua,Festivo,47,15,705,7,329,8,376
382,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Negua,Laborable,191,64,12224,31,5921,33,6303
383,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Negua,Sabado,37,31,1147,16,592,15,555
384,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda,Laborable,20,61,1220,31,620,30,600
385,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda,Sabado,5,31,155,16,80,15,75
386,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda (Aurre - Gero),Festivo,4,15,60,7,28,8,32
387,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda (Aurre - Gero),Laborable,16,64,1024,31,496,33,528
388,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda (Aurre - Gero),Sabado,4,31,124,16,64,15,60
389,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Gabonak (24-31),Laborable,2,57,114,26,52,31,62
390,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
391,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda Uztaila,Laborable,21,64,1344,31,651,33,693
392,2025,A3527,BILBAO - MUNGIA - BERMEO (Autopista),Uda Uztaila,Sabado,4,31,124,16,64,15,60
393,2025,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,EHU Eskola-egunak,Laborable,173,14,2422,6,1038,8,1384
394,2025,A3528,BERMEO - MUNGIA - DERIO - UPV/EHU,EHU Ez Eskolakoa,Laborable,16,2,32,1,16,1,16
395,2025,A3529,MUNGIA - GAMIZ FIKA,Bakarra,Laborable,250,8,2000,4,1000,4,1000
396,2025,A3529,MUNGIA - GAMIZ FIKA,Bakarra,Sabado,50,8,400,4,200,4,200
397,2025,A3530,MUNGIA - MEÃAKA - ARRIETA,Bakarra,Laborable,250,8,2000,4,1000,4,1000
398,2025,A3530,MUNGIA - MEÃAKA - ARRIETA,Bakarra,Sabado,50,8,400,4,200,4,200
399,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Negua,Festivo,47,14,658,7,329,7,329
400,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Negua,Laborable,191,30,5730,15,2865,15,2865
401,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Negua,Sabado,37,23,851,12,444,11,407
402,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Uda,Festivo,16,26,416,13,208,13,208
403,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Uda,Laborable,57,30,1710,15,855,15,855
404,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Uda,Sabado,13,30,390,15,195,15,195
405,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Gabonak (24-31),Laborable,2,28,56,14,28,14,28
406,2025,A3531,LEIOA - Hospital Urduliz Ospitalea - GATIKA - MUNGIA,Gabonak (25 -1),Festivo,2,9,18,4,8,5,10
407,2025,A3532,GERNIKA LUMO - NABARNIZ,Bakarra,Laborable,250,7,1750,3,750,4,1000
408,2025,A3533,GERNIKA LUMO - MENDATA,Bakarra,Laborable,250,6,1500,2,500,4,1000
409,2025,A3534,GERNIKA LUMO - ERRIGOITI,Bakarra,Laborable,250,6,1500,2,500,4,1000
410,2025,A3535,LEKEITIO - AMOROTO,Bakarra,Laborable,250,8,2000,4,1000,4,1000
411,2025,A3536,LEKEITIO - MENDEXA,Negua,Laborable,209,8,1672,4,836,4,836
412,2025,A3536,LEKEITIO - MENDEXA,Uda,Festivo,12,7,84,3,36,4,48
413,2025,A3536,LEKEITIO - MENDEXA,Uda,Laborable,41,8,328,4,164,4,164
414,2025,A3536,LEKEITIO - MENDEXA,Uda,Sabado,9,7,63,3,27,4,36
415,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Negua,Festivo,47,14,658,7,329,7,329
416,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Negua,Laborable,191,29,5539,15,2865,14,2674
417,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Negua,Sabado,37,22,814,11,407,11,407
418,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Uda,Festivo,16,26,416,13,208,13,208
419,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Uda,Laborable,57,29,1653,15,855,14,798
420,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Uda,Sabado,13,29,377,15,195,14,182
421,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Gabonak (24-31),Laborable,2,26,52,13,26,13,26
422,2025,A3537,PLENTZIA - GORLIZ - MUNGIA,Gabonak (25 -1),Festivo,2,9,18,5,10,4,8
423,2025,A3538,LEKEITIO-Barainka,Bakarra,Laborable,250,4,1000,2,500,2,500
424,2025,A3613,BILBAO - UGAO MIRABALLES - OROZKO,Bakarra,Festivo,63,30,1890,15,945,15,945
425,2025,A3613,BILBAO - UGAO MIRABALLES - OROZKO,Bakarra,Laborable,248,64,15872,33,8184,31,7688
426,2025,A3613,BILBAO - UGAO MIRABALLES - OROZKO,Bakarra,Sabado,50,61,3050,32,1600,29,1450
427,2025,A3613,BILBAO - UGAO MIRABALLES - OROZKO,Gabonak (24-31),Laborable,2,57,114,29,58,28,56
428,2025,A3613,BILBAO - UGAO MIRABALLES - OROZKO,Gabonak (25 -1),Festivo,2,10,20,5,10,5,10
429,2025,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,Bakarra,Laborable,248,39,9672,20,4960,19,4712
430,2025,A3622,BILBAO - BASAURI - Artunduaga - San Miguel -ZARATAMO,Bakarra,Sabado,50,36,1800,18,900,18,900
